flow_id,created_at,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
flow-00051,2018-02-16T01:45:49.000Z,0.0.0.0,192.168.1.1,41272,40272,6,4920573,5,3,935,330,935,0,187,418.1447118,330,0,110,190.5255888,257.0838803,1.625826911,702939,1829709.299,4851933,7,4920573,1230143.25,2414744.773,4851940,23,68297,34148.5,47887.39254,68010,287,0,0,0,0,168,104,1.016141819,0.609685092,0,935,140.5555556,317.2779188,100665.2778,0,0,0,0,1,0,0,0,0,158.125,187,110,0,0,0,0,0,0,5,935,3,330,219,211,1,32,0,0,0,0,0,0,0,0
flow-00052,2018-02-16T01:45:50.000Z,100.1.1.1,192.168.1.1,1080,80,6,18662,2,0,0,0,0,0,0,0,0,0,0,0,0,107.1696496,18662,0,18662,18662,18662,18662,0,18662,18662,0,0,0,0,0,0,0,0,0,64,0,107.1696496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00053,2018-02-16T01:45:50.000Z,100.1.1.2,192.168.1.1,1080,80,6,19292,2,0,0,0,0,0,0,0,0,0,0,0,0,103.669915,19292,0,19292,19292,19292,19292,0,19292,19292,0,0,0,0,0,0,0,0,0,64,0,103.669915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00054,2018-02-16T01:45:50.000Z,100.1.1.3,192.168.1.1,1080,80,6,3837,2,0,0,0,0,0,0,0,0,0,0,0,0,521.2405525,3837,0,3837,3837,3837,3837,0,3837,3837,0,0,0,0,0,0,0,0,0,64,0,521.2405525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00055,2018-02-16T01:45:51.000Z,0.0.0.0,192.168.1.1,47320,46320,6,4969950,5,3,935,361,935,0,187,418.1447118,361,0,120.3333333,208.4234472,260.7672109,1.609674142,709992.8571,1845602.003,4895288,7,4969950,1242487.5,2435360.47,4895297,51,63063,31531.5,11998.89497,40016,23047,0,0,0,0,168,104,1.006046338,0.603627803,0,935,144,319.7502932,102240.25,0,0,0,0,1,0,0,0,0,162,187,120.3333333,0,0,0,0,0,0,5,935,3,361,237,211,1,32,0,0,0,0,0,0,0,0
flow-00056,2018-02-16T01:45:51.000Z,0.0.0.0,192.168.1.1,50804,49804,6,4817119,4,5,935,339,935,0,233.75,467.5,339,0,67.8,151.6054089,264.4734332,1.868336655,602139.875,1664943.729,4722539,8,4799173,1599724.333,2704545.469,4722547,14858,94580,23645,11716.99595,39890,11931,0,0,0,0,136,168,0.830371847,1.037964808,0,935,127.4,303.102183,91870.93333,0,0,0,0,1,0,0,0,1,141.5555556,233.75,67.8,0,0,0,0,0,0,4,935,5,339,219,225,1,32,0,0,0,0,0,0,0,0
flow-00057,2018-02-16T01:45:52.000Z,100.1.1.1,192.168.1.1,1080,80,6,26073,2,0,0,0,0,0,0,0,0,0,0,0,0,76.70770529,26073,0,26073,26073,26073,26073,0,26073,26073,0,0,0,0,0,0,0,0,0,64,0,76.70770529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00058,2018-02-16T01:45:52.000Z,0.0.0.0,192.168.1.1,53792,52792,6,4617410,5,3,935,346,935,0,187,418.1447118,346,0,115.3333333,199.7631931,277.4282552,1.732573023,659630,1718014.855,4555533,8,4617410,1154352.5,2267539.959,4555541,26,15671,7835.5,9857.775637,14806,865,0,0,0,0,168,104,1.082858139,0.649714883,0,935,142.3333333,318.5145209,101451.5,0,0,0,0,1,0,0,0,0,160.125,187,115.3333333,0,0,0,0,0,0,5,935,3,346,219,211,1,32,0,0,0,0,0,0,0,0
flow-00059,2018-02-16T01:45:52.000Z,0.0.0.0,192.168.1.1,57568,56568,6,4793130,5,3,935,369,935,0,187,418.1447118,369,0,123,213.0422493,272.0560469,1.669055502,684732.8571,1782247.58,4726366,4,4793130,1198282.5,2352110.674,4726370,101,34458,17229,16928.13634,29199,5259,0,0,0,0,168,104,1.043159689,0.625895813,0,935,144.8888889,320.4393252,102681.3611,0,0,0,0,1,0,0,0,0,163,187,123,0,0,0,0,0,0,5,935,3,369,237,211,1,32,0,0,0,0,0,0,0,0
flow-00060,2018-02-16T01:45:53.000Z,100.1.1.2,192.168.1.1,1080,80,6,773,2,0,0,0,0,0,0,0,0,0,0,0,0,2587.322122,773,0,773,773,773,773,0,773,773,0,0,0,0,0,0,0,0,0,64,0,2587.322122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00061,2018-02-16T01:45:53.000Z,0.0.0.0,192.168.1.1,33924,32924,6,4826319,5,3,935,326,935,0,187,418.1447118,326,0,108.6666667,188.2161878,261.2757259,1.65757796,689474.1429,1787186.371,4742199,4,4826319,1206579.75,2357385.067,4742205,30,81341,40670.5,8139.506158,46426,34915,0,0,0,0,168,104,1.035986225,0.621591735,0,935,140.1111111,316.9820359,100477.6111,0,0,0,0,1,0,0,0,0,157.625,187,108.6666667,0,0,0,0,0,0,5,935,3,326,237,211,1,32,0,0,0,0,0,0,0,0
flow-00062,2018-02-16T01:45:53.000Z,100.1.1.3,192.168.1.1,1080,80,6,804,2,0,0,0,0,0,0,0,0,0,0,0,0,2487.562189,804,0,804,804,804,804,0,804,804,0,0,0,0,0,0,0,0,0,64,0,2487.562189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00063,2018-02-16T01:45:54.000Z,0.0.0.0,192.168.1.1,38868,37868,6,4642218,5,3,935,415,935,0,187,418.1447118,415,0,138.3333333,239.6003617,290.809264,1.723314157,663174,1706855.123,4533666,6,4642218,1160554.5,2248896.108,4533672,48,60589,30294.5,21604.23349,45571,15018,0,0,0,0,168,104,1.077071348,0.646242809,0,935,150,324.7980142,105493.75,0,0,0,0,1,0,0,0,0,168.75,187,138.3333333,0,0,0,0,0,0,5,935,3,415,219,211,1,32,0,0,0,0,0,0,0,0
flow-00064,2018-02-16T01:45:54.000Z,100.1.1.1,192.168.1.1,1080,80,6,20461,2,0,0,0,0,0,0,0,0,0,0,0,0,97.74693319,20461,0,20461,20461,20461,20461,0,20461,20461,0,0,0,0,0,0,0,0,0,64,0,97.74693319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00065,2018-02-16T01:45:54.000Z,0.0.0.0,192.168.1.1,37536,36536,6,61208458,5,5,935,700,935,0,187,418.1447118,350,0,140,191.7028951,26.71199461,0.163376114,6800939.778,20300000,60900000,6,61200000,15300000,30400000,60900000,25,61200000,15300000,30400000,60900000,1906,0,0,0,0,168,168,0.081688057,0.081688057,0,935,148.6363636,296.0075245,87620.45455,0,0,0,0,1,1,0,0,1,163.5,187,140,0,0,0,0,0,0,5,935,5,700,219,211,1,32,313,0,313,313,60900000,0,60900000,60900000
flow-00066,2018-02-16T01:45:54.000Z,0.0.0.0,192.168.1.1,39266,38266,6,5086045,5,4,935,804,935,0,187,418.1447118,402,0,201,232.0948082,341.9159681,1.769547851,635755.625,1657002.023,4732255,5,5086045,1271511.25,2312066.063,4732263,22,330222,110074,104716.8447,208852,288,0,0,0,0,168,136,0.983082139,0.786465712,0,935,173.9,315.3518141,99446.76667,0,0,0,0,1,0,0,0,0,193.2222222,187,201,0,0,0,0,0,0,5,935,4,804,219,211,1,32,0,0,0,0,0,0,0,0
flow-00067,2018-02-16T01:45:54.000Z,100.1.1.2,192.168.1.1,1080,80,6,2925,2,0,0,0,0,0,0,0,0,0,0,0,0,683.7606838,2925,0,2925,2925,2925,2925,0,2925,2925,0,0,0,0,0,0,0,0,0,64,0,683.7606838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00068,2018-02-16T01:45:56.000Z,100.1.1.3,192.168.1.1,1080,80,6,211,2,0,0,0,0,0,0,0,0,0,0,0,0,9478.672986,211,0,211,211,211,211,0,211,211,0,0,0,0,0,0,0,0,0,64,0,9478.672986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00069,2018-02-16T01:45:56.000Z,100.1.1.1,192.168.1.1,1080,80,6,35423,2,0,0,0,0,0,0,0,0,0,0,0,0,56.46049177,35423,0,35423,35423,35423,35423,0,35423,35423,0,0,0,0,0,0,0,0,0,64,0,56.46049177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00070,2018-02-16T01:45:56.000Z,100.1.1.2,192.168.1.1,1080,80,6,26386,2,0,0,0,0,0,0,0,0,0,0,0,0,75.79777155,26386,0,26386,26386,26386,26386,0,26386,26386,0,0,0,0,0,0,0,0,0,64,0,75.79777155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00071,2018-02-16T01:45:56.000Z,0.0.0.0,192.168.1.1,51276,50276,6,4589539,5,3,935,324,935,0,187,418.1447118,324,0,108,187.0614872,274.3194905,1.743094459,655648.4286,1696219.496,4502131,3,4589539,1147384.75,2236597.416,4502134,20,48297,24148.5,14496.39612,34399,13898,0,0,0,0,168,104,1.089434037,0.653660422,0,935,139.8888889,316.836095,100385.1111,0,0,0,0,1,0,0,0,0,157.375,187,108,0,0,0,0,0,0,5,935,3,324,219,211,1,32,0,0,0,0,0,0,0,0
flow-00072,2018-02-16T01:45:56.000Z,0.0.0.0,192.168.1.1,51206,50206,6,4592447,6,5,935,352,935,0,155.8333333,381.7121516,352,0,70.4,157.4191856,280.2427551,2.395237223,459244.7,1419897.413,4500130,3,4592447,918489.4,2002264.717,4500136,20,4553453,1138363.25,2241230.638,4500134,2356,0,0,0,0,188,180,1.306493031,1.088744192,0,935,107.25,279.6260896,78190.75,0,0,0,0,1,0,0,0,0,117,155.8333333,70.4,0,0,0,0,0,0,6,935,5,352,219,211,1,20,0,0,0,0,0,0,0,0
flow-00073,2018-02-16T01:45:57.000Z,0.0.0.0,192.168.1.1,52926,51926,6,4187296,5,3,935,334,935,0,187,418.1447118,334,0,111.3333333,192.8349899,303.0595401,1.910540836,598185.1429,1540631.86,4091361,5,4187296,1046824,2030008.694,4091366,39,81814,40907,57251.60765,81390,424,0,0,0,0,168,104,1.194088022,0.716452813,0,935,141,317.579124,100856.5,0,0,0,0,1,0,0,0,0,158.625,187,111.3333333,0,0,0,0,0,0,5,935,3,334,237,211,1,32,0,0,0,0,0,0,0,0
flow-00074,2018-02-16T01:45:57.000Z,100.1.1.3,192.168.1.1,1080,80,6,38486,2,0,0,0,0,0,0,0,0,0,0,0,0,51.96694902,38486,0,38486,38486,38486,38486,0,38486,38486,0,0,0,0,0,0,0,0,0,64,0,51.96694902,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00075,2018-02-16T01:45:57.000Z,100.1.1.1,192.168.1.1,1080,80,6,21610,2,0,0,0,0,0,0,0,0,0,0,0,0,92.54974549,21610,0,21610,21610,21610,21610,0,21610,21610,0,0,0,0,0,0,0,0,0,64,0,92.54974549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00076,2018-02-16T01:45:57.000Z,0.0.0.0,192.168.1.1,57688,56688,6,9918,1,2,0,0,0,0,0,0,0,0,0,0,0,302.4803388,4959,3248.448553,7256,2662,0,0,0,0,0,2662,2662,0,2662,2662,0,0,0,0,32,64,100.8267796,201.6535592,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,219,225,0,32,0,0,0,0,0,0,0,0
flow-00077,2018-02-16T01:45:57.000Z,100.1.1.2,192.168.1.1,1080,80,6,3451,2,0,0,0,0,0,0,0,0,0,0,0,0,579.5421617,3451,0,3451,3451,3451,3451,0,3451,3451,0,0,0,0,0,0,0,0,0,64,0,579.5421617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00078,2018-02-16T01:45:57.000Z,100.1.1.3,192.168.1.1,1080,80,6,1189,2,0,0,0,0,0,0,0,0,0,0,0,0,1682.085786,1189,0,1189,1189,1189,1189,0,1189,1189,0,0,0,0,0,0,0,0,0,64,0,1682.085786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00079,2018-02-16T01:45:58.000Z,100.1.1.1,192.168.1.1,1080,80,6,1278,2,0,0,0,0,0,0,0,0,0,0,0,0,1564.945227,1278,0,1278,1278,1278,1278,0,1278,1278,0,0,0,0,0,0,0,0,0,64,0,1564.945227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00080,2018-02-16T01:45:58.000Z,0.0.0.0,192.168.1.1,60718,59718,6,4609599,5,3,935,355,935,0,187,418.1447118,355,0,118.3333333,204.9593456,279.850807,1.73550888,658514.1429,1701763.88,4517574,4,4609599,1152399.75,2243610.836,4517581,26,64709,32354.5,13239.16026,41716,22993,0,0,0,0,168,104,1.08469305,0.65081583,0,935,143.3333333,319.2471613,101918.75,0,0,0,0,1,0,0,0,0,161.25,187,118.3333333,0,0,0,0,0,0,5,935,3,355,237,211,1,32,0,0,0,0,0,0,0,0
flow-00081,2018-02-16T01:45:58.000Z,0.0.0.0,192.168.1.1,35302,34302,6,4583502,5,4,935,308,935,0,187,418.1447118,308,0,77,154,271.1900202,1.963564104,572937.75,1557522.774,4426675,7,4583502,1145875.5,2187486.283,4426682,14116,148867,49622.33333,49192.98065,98635,251,0,0,0,0,168,136,1.090868947,0.872695158,0,935,124.3,300.8477097,90509.34444,0,0,0,0,1,0,0,0,0,138.1111111,187,77,0,0,0,0,0,0,5,935,4,308,219,225,1,32,0,0,0,0,0,0,0,0
flow-00082,2018-02-16T01:45:58.000Z,0.0.0.0,192.168.1.1,35984,34984,6,4561033,5,3,935,411,935,0,187,418.1447118,411,0,137,237.2909606,295.1085861,1.753988625,651576.1429,1686902.523,4476790,7,4561033,1140258.25,2224703.294,4476797,23,83412,41706,23942.63561,58636,24776,0,0,0,0,168,104,1.096242891,0.657745734,0,935,149.5555556,324.392552,105230.5278,0,0,0,0,1,0,0,0,0,168.25,187,137,0,0,0,0,0,0,5,935,3,411,219,211,1,32,0,0,0,0,0,0,0,0
flow-00083,2018-02-16T01:45:59.000Z,100.1.1.2,192.168.1.1,1080,80,6,23384,2,0,0,0,0,0,0,0,0,0,0,0,0,85.52856654,23384,0,23384,23384,23384,23384,0,23384,23384,0,0,0,0,0,0,0,0,0,64,0,85.52856654,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00084,2018-02-16T01:45:59.000Z,0.0.0.0,192.168.1.1,38094,37094,6,4597821,5,3,935,332,935,0,187,418.1447118,332,0,110.6666667,191.6802894,275.5653167,1.739954644,656831.5714,1673767.846,4451776,7,4597821,1149455.25,2201825.41,4451783,26,78628,39314,55188.27006,78338,290,0,0,0,0,168,104,1.087471652,0.652482991,0,935,140.7777778,317.4278571,100760.4444,0,0,0,0,1,0,0,0,0,158.375,187,110.6666667,0,0,0,0,0,0,5,935,3,332,219,211,1,32,0,0,0,0,0,0,0,0
flow-00085,2018-02-16T01:46:00.000Z,100.1.1.3,192.168.1.1,1080,80,6,64387,2,0,0,0,0,0,0,0,0,0,0,0,0,31.06217094,64387,0,64387,64387,64387,64387,0,64387,64387,0,0,0,0,0,0,0,0,0,64,0,31.06217094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00086,2018-02-16T01:46:00.000Z,100.1.1.1,192.168.1.1,1080,80,6,5789,2,0,0,0,0,0,0,0,0,0,0,0,0,345.4828122,5789,0,5789,5789,5789,5789,0,5789,5789,0,0,0,0,0,0,0,0,0,64,0,345.4828122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00087,2018-02-16T01:46:00.000Z,0.0.0.0,192.168.1.1,44282,43282,6,4353529,5,3,935,394,935,0,187,418.1447118,394,0,131.3333333,227.4760061,305.269587,1.837589689,621932.7143,1608054.691,4268463,7,4353529,1088382.25,2120153.463,4268470,17,43863,21931.5,14415.78595,32125,11738,0,0,0,0,168,104,1.148493555,0.689096133,0,935,147.6666667,322.7251152,104151.5,0,0,0,0,1,0,0,0,0,166.125,187,131.3333333,0,0,0,0,0,0,5,935,3,394,219,211,1,32,0,0,0,0,0,0,0,0
flow-00088,2018-02-16T01:46:00.000Z,0.0.0.0,192.168.1.1,46894,45894,6,4283956,5,3,935,310,935,0,187,418.1447118,310,0,103.3333333,178.9785834,290.6192314,1.867432812,611993.7143,1576152.074,4185944,9,4283956,1070989,2076923.938,4185953,22,79862,39931,40522.87542,68585,11277,0,0,0,0,168,104,1.167145508,0.700287305,0,935,138.3333333,315.8520223,99762.5,0,0,0,0,1,0,0,0,0,155.625,187,103.3333333,0,0,0,0,0,0,5,935,3,310,237,211,1,32,0,0,0,0,0,0,0,0
flow-00089,2018-02-16T01:46:01.000Z,100.1.1.2,192.168.1.1,1080,80,6,1250,2,0,0,0,0,0,0,0,0,0,0,0,0,1600,1250,0,1250,1250,1250,1250,0,1250,1250,0,0,0,0,0,0,0,0,0,64,0,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00090,2018-02-16T01:46:01.000Z,100.1.1.3,192.168.1.1,1080,80,6,2749,2,0,0,0,0,0,0,0,0,0,0,0,0,727.5372863,2749,0,2749,2749,2749,2749,0,2749,2749,0,0,0,0,0,0,0,0,0,64,0,727.5372863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00091,2018-02-16T01:46:01.000Z,0.0.0.0,192.168.1.1,45030,44030,6,5340,1,2,0,0,0,0,0,0,0,0,0,0,0,561.7977528,2670,878.2266222,3291,2049,0,0,0,0,0,2049,2049,0,2049,2049,0,0,0,0,32,64,187.2659176,374.5318352,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,219,225,0,32,0,0,0,0,0,0,0,0
flow-00092,2018-02-16T01:46:01.000Z,100.1.1.1,192.168.1.1,1080,80,6,46455,2,0,0,0,0,0,0,0,0,0,0,0,0,43.05241632,46455,0,46455,46455,46455,46455,0,46455,46455,0,0,0,0,0,0,0,0,0,64,0,43.05241632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00093,2018-02-16T01:46:02.000Z,100.1.1.2,192.168.1.1,1080,80,6,2577,2,0,0,0,0,0,0,0,0,0,0,0,0,776.0962359,2577,0,2577,2577,2577,2577,0,2577,2577,0,0,0,0,0,0,0,0,0,64,0,776.0962359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00094,2018-02-16T01:46:02.000Z,100.1.1.3,192.168.1.1,1080,80,6,9795,2,0,0,0,0,0,0,0,0,0,0,0,0,204.1858091,9795,0,9795,9795,9795,9795,0,9795,9795,0,0,0,0,0,0,0,0,0,64,0,204.1858091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00095,2018-02-16T01:46:02.000Z,100.1.1.1,192.168.1.1,1080,80,6,37095,2,0,0,0,0,0,0,0,0,0,0,0,0,53.91562205,37095,0,37095,37095,37095,37095,0,37095,37095,0,0,0,0,0,0,0,0,0,64,0,53.91562205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00096,2018-02-16T01:46:02.000Z,0.0.0.0,192.168.1.1,55008,54008,6,4373821,5,3,935,356,935,0,187,418.1447118,356,0,118.6666667,205.5366958,295.1652571,1.829064335,624831.5714,1596170.303,4242962,4,4373821,1093455.25,2100555.985,4242969,20,129604,64802,91283.24281,129349,255,0,0,0,0,168,104,1.14316521,0.685899126,0,935,143.4444444,319.3302018,101971.7778,0,0,0,0,1,0,0,0,0,161.375,187,118.6666667,0,0,0,0,0,0,5,935,3,356,237,211,1,32,0,0,0,0,0,0,0,0
flow-00097,2018-02-16T01:46:02.000Z,100.1.1.2,192.168.1.1,1080,80,6,17292,2,0,0,0,0,0,0,0,0,0,0,0,0,115.660421,17292,0,17292,17292,17292,17292,0,17292,17292,0,0,0,0,0,0,0,0,0,64,0,115.660421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00098,2018-02-16T01:46:03.000Z,100.1.1.3,192.168.1.1,1080,80,6,1014,2,0,0,0,0,0,0,0,0,0,0,0,0,1972.386588,1014,0,1014,1014,1014,1014,0,1014,1014,0,0,0,0,0,0,0,0,0,64,0,1972.386588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00099,2018-02-16T01:46:04.000Z,0.0.0.0,192.168.1.1,40596,39596,6,4279805,5,3,935,320,935,0,187,418.1447118,320,0,106.6666667,184.7520861,293.2376592,1.869244043,611400.7143,1576792.638,4186794,6,4279805,1069951.25,2078079.072,4186801,38,66442,33221,46595.50845,66169,273,0,0,0,0,168,104,1.168277527,0.700966516,0,935,139.4444444,316.5482235,100202.7778,0,0,0,0,1,0,0,0,0,156.875,187,106.6666667,0,0,0,0,0,0,5,935,3,320,237,211,1,32,0,0,0,0,0,0,0,0
flow-00100,2018-02-16T01:46:04.000Z,100.1.1.1,192.168.1.1,1080,80,6,30986,2,0,0,0,0,0,0,0,0,0,0,0,0,64.54527851,30986,0,30986,30986,30986,30986,0,30986,30986,0,0,0,0,0,0,0,0,0,64,0,64.54527851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00101,2018-02-16T01:46:04.000Z,100.1.1.2,192.168.1.1,1080,80,6,23212,2,0,0,0,0,0,0,0,0,0,0,0,0,86.16232983,23212,0,23212,23212,23212,23212,0,23212,23212,0,0,0,0,0,0,0,0,0,64,0,86.16232983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00102,2018-02-16T01:46:04.000Z,100.1.1.3,192.168.1.1,1080,80,6,1591,2,0,0,0,0,0,0,0,0,0,0,0,0,1257.071025,1591,0,1591,1591,1591,1591,0,1591,1591,0,0,0,0,0,0,0,0,0,64,0,1257.071025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00103,2018-02-16T01:46:05.000Z,100.1.1.1,192.168.1.1,1080,80,6,1410,2,0,0,0,0,0,0,0,0,0,0,0,0,1418.439716,1410,0,1410,1410,1410,1410,0,1410,1410,0,0,0,0,0,0,0,0,0,64,0,1418.439716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0
flow-00104,2018-02-16T01:46:05.000Z,0.0.0.0,192.168.1.1,48052,47052,6,4111270,5,3,935,400,935,0,187,418.1447118,400,0,133.3333333,230.9401077,324.7171798,1.945870741,587324.2857,1523405.165,4041908,5,4111270,1027817.5,2009466.303,4041915,36,31476,15738,16762.67335,27591,3885,0,0,0,0,168,104,1.216169213,0.729701528,0,935,148.3333333,323.3032632,104525,0,0,0,0,1,0,0,0,0,166.875,187,133.3333333,0,0,0,0,0,0,5,935,3,400,237,211,1,32,0,0,0,0,0,0,0,0
flow-00105,2018-02-16T01:46:06.000Z,0.0.0.0,192.168.1.1,55870,54870,6,4066121,5,3,935,376,935,0,187,418.1447118,376,0,125.3333333,217.0837012,322.4203116,1.967477111,580874.4286,1504280.36,3992065,3,4066121,1016530.25,1983776.906,3992068,25,29908,14954,9335.223725,21555,8353,0,0,0,0,168,104,1.229673195,0.737803917,0,935,145.6666667,321.0591846,103079,0,0,0,0,1,0,0,0,0,163.875,187,125.3333333,0,0,0,0,0,0,5,935,3,376,219,211,1,32,0,0,0,0,0,0,0,0
